SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3
164-70,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
164-76,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
164-80,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,23333.3
164-82,Coccolithophore cf.,Coccolithophore,(null),(null),6666.7
164-86,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
169-21,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
160-23,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,13333.3
160-25,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
160-25,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3
160-26,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
161-78,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,3333.3
161-79,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7
162-10,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
162-10,Nitzschia bicapitata,Pennate diatom,Nitzschia,bicapitata,3333.3
162-26,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,6666.7
162-28,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3
162-28,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7
162-67,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
120-21,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
165-10,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,10000
165-12,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
159-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000
159-28,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
159-30,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
160-14,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
160-18,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
160-88,Proboscia alata,Centric diatom,Proboscia,alata,6666.7
165-12,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
165-13,Coccolithophore cf.,Coccolithophore,(null),(null),20000
165-18,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,13333.3
165-21,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10000
165-21,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
165-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
165-29,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
165-34,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
165-35,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
165-36,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,33333.3
165-22,Foraminifera,Foraminifera,(null),(null),666.7
165-38,Foraminifera,Foraminifera,(null),(null),666.7
163-30,Foraminifera,Foraminifera,(null),(null),666.7
163-70,Foraminifera,Foraminifera,(null),(null),666.7
166-50,Foraminifera,Foraminifera,(null),(null),666.7
164-25,Foraminifera,Foraminifera,(null),(null),666.7
136-5,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
135-41,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
144-9,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
144-26,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000
144-26,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
144-31,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,20000
144-32,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000
144-34,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3
144-34,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,70000
144-35,Silicoflagellate,Silicoflagellate,Dictyocha,spp.,6666.7
144-36,Corethron spp.,Centric diatom,Corethron,spp.,3333.3
144-37,Corethron spp.,Centric diatom,Corethron,spp.,3333.3
144-38,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,53333.3
144-50,Silicoflagellate,Silicoflagellate,Dictyocha,spp.,3333.3
144-53,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
144-59,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
144-64,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,30000
144-72,Microzooplankton unid,Other,(null),(null),3333.3
144-73,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
144-75,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
144-80,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3
144-80,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,23333.3
145-3,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000
145-3,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,60000
145-4,Navicula cristata,Pennate diatom,Navicula,cristata,3333.3
145-7,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,23333.3
145-20,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,3333.3
145-28,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,30000
145-31,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3
145-38,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10000
145-38,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
145-44,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
145-47,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000
146-3,Chaetoceros socialis,Centric diatom,Chaetoceros (Hyalochaete),socialis,13333.3
146-5,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
146-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3
146-12,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
146-21,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,13333.3
146-21,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
146-22,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,6666.7
146-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
146-27,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
146-38,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,3333.3
146-39,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
146-46,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,3333.3
146-50,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6666.7
146-54,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7
146-56,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
146-63,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6666.7
146-69,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,6666.7
146-69,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,30000
146-72,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,10000
146-73,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
146-79,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,46666.7
147-17,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,13333.3
147-26,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
147-36,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000
155-23,Foraminifera,Foraminifera,(null),(null),666.7
157-52,Foraminifera,Foraminifera,(null),(null),666.7
158-2,Foraminifera,Foraminifera,(null),(null),666.7
161-2,Foraminifera,Foraminifera,(null),(null),666.7
161-9,Foraminifera,Foraminifera,(null),(null),666.7
209-7,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
209-8,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,20000
209-28,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
209-29,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
209-32,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
209-40,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6666.7
209-41,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6666.7
209-61,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
209-65,Pennate diatom > 10 µm,Pennate diatom,(null),(null),3333.3
219-69,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,13333.3
146-73,Foraminifera,Foraminifera,(null),(null),666.7
108-93,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3366.7
176-57,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
219-1,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
219-77,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
219-81,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,3333.3
219-81,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
135-5,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7
108-53,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3366.7
61-17,Epiplocylis spp.,Ciliate,Epiplocylis,spp.,666.7
176-69,Nematocysts,Other,(null),(null),3333.3
187-29,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
130-13,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
190-1,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
181-13,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
190-45,Cylindrial diatom,Centric diatom,(null),(null),3333.3
207-49,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
207-43,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3333.3
207-72,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
207-83,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
177-61,Nematocysts,Other,(null),(null),3333.3
177-17,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
215-55,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,13333.3
216-3,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
219-47,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
131-1,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7
215-74,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
220-4,Navicula - shaped,Pennate diatom,(null),(null),3333.3
213-85,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,666.7
147-41,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,20000
147-50,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
147-52,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
147-58,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
147-59,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
147-60,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
147-71,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
147-71,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
147-73,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
147-75,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,13333.3
170-21,Dadayiella spp.,Ciliate,Dadayiella,spp.,3333.3
170-21,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,6666.7
170-57,Daturella spp.,Ciliate,Daturella,spp.,3333.3
178-5,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
178-61,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
170-17,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3333.3
186-5,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3333.3
62-9,Plastic,Other,(null),(null),666.7
64-1,Plastic,Other,(null),(null),666.7
64-5,Paint,Other,(null),(null),666.7
128-5,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7
192-25,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
189-121,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
190-29,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,6666.7
242-21,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
242-21,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,666.7
302-81,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
296-1,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
305-53,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
302-29,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,10000
302-29,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3
302-29,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,20000
308-57,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
308-65,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3
296-37,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
304-5,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,3333.3
308-9,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3
308-13,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),13333.3
308-41,Nematocysts,Other,(null),(null),3333.3
308-49,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
304-33,Guinardia spp.,Centric diatom,Guinardia,spp.,20000
304-29,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,10000
321-42,Plastic,Other,(null),(null),680.7
304-37,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
304-49,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,3333.3
304-57,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3
304-65,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,40000
304-65,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
304-69,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,30000
304-65,Tintinnina ,Ciliate,(null),(null),3333.3
304-45,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
321-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6806.7
304-85,Tripos candelabrus,Dinoflagellate,Tripos (Ceratium),candelabrus,666.7
304-85,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
306-53,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,10000
306-53,Lauderia spp.,Centric diatom,Lauderia,spp.,3333.3
306-65,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,6666.7
269-17,Nematocysts,Other,(null),(null),3333.3
300-5,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,20000
269-41,Plastic,Other,(null),(null),666.7
298-9,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
298-69,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
298-29,Plastic,Other,(null),(null),666.7
240-9,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,666.7
244-29,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
244-77,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
269-61,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,10000
299-33,Plastic,Other,(null),(null),666.7
302-21,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,30000
299-5,Tripos spp.,Dinoflagellate,Tripos,spp.,3333.3
302-53,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,10000
330-77,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,6666.7
330-13,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
330-17,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,13333.3
330-49,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,666.7
330-69,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
343-13,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3
343-17,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,13333.3
343-5,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3
343-21,Lioloma cf. spp.,Pennate diatom,Lioloma cf.,spp.,10000
343-25,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,6666.7
343-49,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,13333.3
321-83,Plastic,Other,(null),(null),680.7
359-9,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,300000
343-21,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
343-53,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3
343-65,Radiolarian,Radiozoa,(null),(null),3333.3
359-49,Corethron spp.,Centric diatom,Corethron,spp.,10000
359-49,Pennate diatom > 10 µm,Pennate diatom,(null),(null),3333.3
350-41,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
343-65,Tripos contortus,Dinoflagellate,Tripos (Tripoceratium),contortus,666.7
359-13,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,126666.7
344-13,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,30000
344-17,Fragilaria spp.,Pennate diatom,Fragilaria,spp.,3333.3
344-1,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,666.7
321-78,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6806.7
301-33,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
301-33,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),6666.7
301-33,Tripos teres,Dinoflagellate,Tripos (Ceratium),teres,3333.3
324-25,Plastic,Other,(null),(null),666.7
324-45,Plastic,Other,(null),(null),666.7
324-21,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,3333.3
325-29,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,3333.3
324-57,Plastic,Other,(null),(null),666.7
315-49,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,666.7
346-37,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
315-36,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
322-5,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,13333.3
324-17,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
315-55,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),3333.3
315-53,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,3333.3
315-48,Corethron pennatum,Centric diatom,Corethron,pennatum,40000
324-69,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),3333.3
324-85,Radiolarian,Radiozoa,(null),(null),3333.3
324-85,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
346-53,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
346-81,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
325-61,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
315-27,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
315-20,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
322-29,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3
322-37,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
322-37,Radiolarian,Radiozoa,(null),(null),6666.7
315-12,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7
315-8,Centric diatom,Centric diatom,(null),(null),3333.3
346-17,Tripos arietinus,Dinoflagellate,Tripos (Tripoceratium),arietinus,666.7
348-9,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
348-49,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,13333.3
322-61,Ascampbelliella spp.,Ciliate,Ascampbelliella,spp.,3333.3
322-53,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
322-1,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
325-45,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,666.7
325-53,Tripos concilians,Dinoflagellate,Tripos (Tripoceratium),concilians,666.7
348-29,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
328-9,Coccolithophore,Coccolithophore,(null),(null),3333.3
309-37,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7
332-9,Lioloma cf. spp.,Pennate diatom,Lioloma cf.,spp.,20000
332-17,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,13333.3
332-29,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
332-33,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,3333.3
332-37,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
332-45,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),3333.3
322-77,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
328-5,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,3333.3
328-1,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
328-5,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
328-5,Tripos spp.,Dinoflagellate,Tripos,spp.,3333.3
328-13,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
328-17,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),3333.3
328-33,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,10000
