SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3,BIOVOL_UM3_M3
90-15,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7,39269874.99999999999999999999999999999999
91-1,Proboscia inermis,Centric diatom,Proboscia,inermis,6666.7,519712251.953125
91-5,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000,1286718750
91-7,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
91-7,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7,42474296.79999999999999999999999999999999
91-16,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,10000,16964586
91-24,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,106666.7,4574999999.999999999999999999999999999993
91-29,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
91-33,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7,11309724
91-36,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
91-36,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3,221220295.833333333333333333333333333333
91-42,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
92-4,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
92-11,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
92-12,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
82-5,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,666.7,46076653.33333333333333333333333333333322
82-25,Nematocysts,Other,(null),(null),3333.3,(null)
82-69,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
82-89,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,3333.3,216420644.444444444444444444444444444445
92-18,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
92-24,Corethron inerme,Centric diatom,Corethron,inerme,3333.3,698131111.111111111111111111111111111111
92-25,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3,1000781249.999999999999999999999999999999
92-29,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000,857812500
92-48,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000,4800000
93-4,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,40000,56077381.5
93-8,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
93-10,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,60000,2573437500
93-16,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
93-21,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
93-26,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
93-28,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,10000,3190014193.370875
93-30,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,13333.3,84948593.59999999999999999999999999999979
93-30,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6666.7,125663600
93-30,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
93-30,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
93-41,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7,2126676128.913916666666666666666666666666
93-46,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,33333.3,212371484
93-48,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10000,14019345.375
65-13,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,6666.7,6666666.66666666666666666666666666666667
65-21,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,6666.7,41050109.33333333333333333333333333333332
65-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000,31415900
65-21,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
65-21,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7,104719666.666666666666666666666666666666
65-29,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
65-29,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),10000,3015926.4
65-29,Nematocysts,Other,(null),(null),3333.3,(null)
65-33,Nematocysts,Other,(null),(null),6666.7,(null)
65-41,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3,3333333.33333333333333333333333333333334
65-45,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,6666.7,6666666.66666666666666666666666666666667
64-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
64-17,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
64-21,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,3333.3,1800000
113-13,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,20000,117809625
113-13,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3,221220295.833333333333333333333333333333
129-17,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3333.3,1319467800.000000000000000000000000000005
129-17,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7,104719666.666666666666666666666666666666
129-21,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,666.7,13962622.22222222222222222222222222222223
129-21,Tripos ranipes,Dinoflagellate,Tripos (Tripoceratium),ranipes,666.7,43284128.88888888888888888888888888888889
129-25,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10000,2000000
190-33,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,13333.3,54541493.05555555555555555555555555555533
190-45,Octactis octonaria,Silicoflagellate,Octactis,octonaria,3333.3,13635373.26388888888888888888888888888887
112-41,Proboscia spp.,Centric diatom,Proboscia,spp.,666.7,44244059.16666666666666666666666666666656
112-53,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
112-61,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
116-13,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,3333.3,135350169.166666666666666666666666666667
117-1,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
117-21,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3,6824231.61111111111111111111111111111112
118-9,Plastic,Other,(null),(null),666.7,(null)
119-9,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
129-33,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,666.7,24914554.02777777777777777777777777777774
129-33,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),6666.7,2010617.6
128-21,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
120-1,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7,43284128.88888888888888888888888888888889
120-5,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3,523598333.333333333333333333333333333334
120-17,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
119-21,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7,104719666.666666666666666666666666666666
125-5,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
126-5,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
100-81,Plastic,Other,(null),(null),666.7,(null)
145-25,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3,571874999.999999999999999999999999999999
145-27,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
145-32,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10000,58904812.5
145-33,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
145-35,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
145-36,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10000,14019345.375
145-46,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,13333.3,2049666666.666666666666666666666666666662
146-8,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
146-15,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
146-20,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,3333.3,10249437.37500000000000000000000000000001
146-40,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,20000,9600000
146-45,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000,857812500
146-50,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,23333.3,11199999.99999999999999999999999999999998
146-55,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
146-55,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
146-57,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
146-57,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,33333.3,46731151.24999999999999999999999999999995
146-58,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
146-60,Chaetoceros socialis,Centric diatom,Chaetoceros (Hyalochaete),socialis,6666.7,1675514.66666666666666666666666666666667
146-75,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,80000,3431250000
146-77,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
146-80,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,53333.3,2287500000.000000000000000000000000000007
147-9,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,3333.3,512416666.666666666666666666666666666667
147-10,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
147-10,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
147-27,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6666.7,47123849.99999999999999999999999999999999
147-30,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
147-33,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,13333.3,4253352257.827833333333333333333333333323
147-39,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,153333.3,6576562500.000000000000000000000000000007
147-42,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
147-44,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3,1600000
147-47,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,3333.3,18849540000.0000000000000000000000000001
147-69,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
147-81,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000,4800000
147-82,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7,3351029333.333333333333333333333333333332
135-1,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
135-13,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7,254468789.999999999999999999999999999999
135-21,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7,104719666.666666666666666666666666666666
135-25,Tripos spp.,Dinoflagellate,Tripos,spp.,3333.3,200000000
135-33,Filamentous algae (non branching),Cyanobacteria,(null),(null),3333.3,(null)
136-29,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
144-1,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,93333.3,4003125000.000000000000000000000000000007
144-17,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000,70685775
144-27,Silicoflagellate,Silicoflagellate,Dictyocha,spp.,3333.3,13635373.26388888888888888888888888888887
144-43,Pennate diatom,Pennate diatom,(null),(null),3333.3,600000.0000000000000000000000000000000003
144-47,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7,20943933.33333333333333333333333333333333
144-51,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
144-52,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3,1600000
144-53,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
144-53,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
144-55,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
144-69,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
144-70,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,13333.3,18692460.49999999999999999999999999999995
145-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000,31415900
145-5,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,53333.3,74769842.00000000000000000000000000000023
145-7,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,20000,3074500000
145-15,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
145-16,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,70000,98135417.625
155-21,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000,31415900
155-25,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
155-27,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7,20943933.33333333333333333333333333333333
155-28,Fragilariopsis curta,Pennate diatom,Fragilariopsis,curta,3333.3,1535779.36145833333333333333333333333333
155-36,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
155-36,Nitzschia bicapitata,Pennate diatom,Nitzschia,bicapitata,3333.3,420000.0000000000000000000000000000000002
155-39,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3,221220295.833333333333333333333333333333
155-42,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,13333.3,94247699.99999999999999999999999999999976
156-2,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3,221220295.833333333333333333333333333333
156-2,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
156-4,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000,1286718750
156-8,Fragilariopsis curta,Pennate diatom,Fragilariopsis,curta,6666.7,3071558.72291666666666666666666666666667
156-18,Navicula cristata,Pennate diatom,Navicula,cristata,3333.3,49875000.00000000000000000000000000000002
156-26,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-2,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
157-2,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
157-2,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000,11503455.38333333333333333333333333333332
157-3,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
157-3,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
157-4,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7,195476711.111111111111111111111111111111
157-4,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,30000,34510366.14999999999999999999999999999996
157-7,Chaetoceros pendulus,Centric diatom,Chaetoceros,pendulus,20000,38647447.48125
157-8,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-9,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-9,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3,221220295.833333333333333333333333333333
157-11,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-11,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,30000,78791077.2
157-13,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,33333.3,212371484
157-13,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,30000,14400000
157-14,Chaetoceros pendulus,Centric diatom,Chaetoceros,pendulus,3333.3,6441241.246875
157-17,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-17,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3,4673115.125
157-19,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3,257359052.800000000000000000000000000001
157-19,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,6666.7,779918567.04
157-20,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-20,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,10000,1169877850.56
157-21,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,20000,9600000
